,Unnamed: 0,created_at,screen_name,text,slot,document_topic
773,774,2019-03-25 04:06:19,jade78052492,    Good morning Friends happy Monday Lets do It                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,86,2
774,775,2019-03-25 13:04:16,jade78052492,    Hey Hey Hey Darren  Thank you  I hope you have a magical Monday too my friend I walked into work this morning  the first thing a pal said was OMG I cant elieve Ro Gronkowski has retired Im gonna get this a lot today as they know Im such a HUGE Patriots fan                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,127,3
775,776,2019-03-25 13:03:57,jade78052492,    In life many things dont go according to plan If you fall get ack up If you stumle regain your alance Never give up                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,171,7
776,777,2019-03-25 17:10:29,jade78052492,    Good morning Marie                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,171,2
777,778,2019-03-25 21:14:39,jade78052492,    Good morning Mary Have a eautiful day                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,171,5
778,779,2019-03-25 21:09:46,jade78052492,    Thank you Marie                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,138,2
779,780,2019-03-25 21:08:17,jade78052492,    Good morning Have an awesome Monday as well SuperBowlChamps all                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,171,3
780,781,2019-03-25 18:09:37,jade78052492,    Good morning luvs Still cant elieve hes retired                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,138,7
781,782,2019-03-25 21:07:54,jade78052492,    Good Morning Have a great day everyone                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,138,5
782,783,2019-03-25 18:08:26,jade78052492,    Good morning everyone Have a great day                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,149,5
783,784,2019-03-25 18:07:40,jade78052492,    Good morning family                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,138,2
784,785,2019-03-25 19:11:20,jade78052492,    Good Morning Hugs Have an awesome Monday                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,203,3
785,786,2019-03-25 18:06:22,jade78052492,    I need a hug GronkSpike                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,164,8
786,787,2019-03-25 03:13:43,jade78052492,    Enjoy your week Marie                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,211,7
787,788,2019-03-25 20:10:12,jade78052492,    I took a nap everything was fine I wake up and I got like  people texting me that Gronk retired and patriots twitter is going nuts Lol fuck                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,33,3
788,789,2019-03-25 04:14:06,jade78052492,    Do you guys think Gronk is the greatest TE of all time                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,164,9
789,790,2019-03-25 07:14:35,jade78052492,    You too honey                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,164,7
790,791,2019-03-25 20:12:24,jade78052492,    oooo Ill drink to that                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,97,7
791,792,2019-03-25 20:11:57,jade78052492,    I swear you never realize how ad some song lyrics are until you play it in front of your parents                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,20,10
792,793,2019-03-25 01:17:22,jade78052492,    My favorite memory of Ro Gronkowskis nine year career is Ro Gronkowskis nine year career                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,211,9
793,794,2019-03-25 06:12:32,jade78052492,    A legendin every sense of the word FPC                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,211,7
794,795,2019-03-25 04:12:19,jade78052492,    ts a shame that Gronks career was cut short y injury That eing said he still has such dominate stats                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,211,10
795,796,2019-03-25 04:11:36,jade78052492,    This is just perfect RoGronkowski                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,138,8
796,797,2019-03-25 04:10:54,jade78052492,    Good morning everyone Have a great day Happy MondayStayBlessed                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,149,5
797,798,2019-03-25 18:05:53,jade78052492,    Drew Rosenhaus on GetUpESPN on Ro Gronkowskis future If the team was struggling or they needed him at some point next year and lets just say hypothetically Tom Brady gave him a call and said Ro I need you I wouldnt e shocked if he came ack to play a few games                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,149,6
798,799,2019-03-25 19:10:22,jade78052492,    This will happen He will realize his other ventures will e not as good as he thinks and then join in week                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,1,10
799,800,2019-03-25 19:09:26,jade78052492,    Instead of showing the horrile video of the year old woman getting rutally kicked y a coward on an NYC train we prefer to show you the arrest of that coward                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,11,9
800,801,2019-03-25 00:23:54,jade78052492,     Funniest Tweets Aout Patriots TE Ro Gronkowskis Retirement                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,149,3
801,802,2019-03-25 05:03:21,jade78052492,    To the most genuine man Ive ever met I love your hugs Spikes Buses And Ill never forget our trips home LFG ro                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,164,7
802,803,2019-03-25 19:08:37,jade78052492,    me too Marie                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,159,2
803,804,2019-03-25 20:10:54,jade78052492,    UR VERY WELCOME SWEETIE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,149,2
804,805,2019-03-25 20:10:00,jade78052492,    Sad day yesterday                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,127,2
805,806,2019-03-25 19:08:46,jade78052492,    you as well Marie                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,106,2
806,807,2019-03-25 17:26:20,jade78052492,    Good Monday morning Ready to get this week started Have a great day                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,149,7
807,808,2019-03-25 15:23:32,jade78052492,    Good Morning Have a wonderful day                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,106,5
