created_at,screen_name,text,slot,document_topic
2019-03-25 20:40:26,mollie_Apso1,    ertie_lakeland Hallooooooo Cuthert                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,169,2
2019-03-25 20:39:56,mollie_Apso1,    montysdognellie VivianLamert Errrrr  once or twice                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,169,5
2019-03-25 20:39:27,mollie_Apso1,    CakeTowers ertie_lakeland SatelliteTracy Alice_The_Welsh GuruGryff Joulesclothing Countrylifemag DGandyOfficial                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,169,4
2019-03-25 20:35:16,mollie_Apso1,    RT HelenPorter De most annoying toy ever and it my favourwit  Westie ZSHQ dogsoftwitter                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,169,3
2019-03-25 20:34:41,mollie_Apso1,    ArchieLakeland RitaFinlay He looks remarkaly healthy Archie                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,169,4
2019-03-25 20:32:47,mollie_Apso1,    GuruGryff RitaFinlay Very Peaky Blinders                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,169,4
2019-03-25 20:57:57,mollie_Apso1,    WheatenMaggie It looks like what great granma used to call an Irish oil                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,169,8
2019-03-25 23:44:53,estelledarlings,     RT ereolaesque Between the Two of Us  EstelleDarlings and I are ack at it today and tomorrow with a dope relationship conversation fo                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,170,6
2019-03-25 21:10:48,estelledarlings,     RT SylviaOell MONA ISSA I not sorry                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,170,7
2019-03-25 21:10:12,estelledarlings,     Make sure you ready                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,170,8
2019-03-25 21:06:23,estelledarlings,      preciate you ae You will have a time                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,170,1
2019-03-25 13:03:57,jade78052492,    In life many things dont go according to plan If you fall get ack up If you stumle regain your alance Never give up                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,171,7
2019-03-25 17:10:29,jade78052492,    Good morning Marie                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,171,2
2019-03-25 21:14:39,jade78052492,    Good morning Mary Have a eautiful day                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,171,5
2019-03-25 21:08:17,jade78052492,    Good morning Have an awesome Monday as well SuperBowlChamps all                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,171,3
2019-03-25 22:07:28,Caffeinefreak,    flyaway_k That hilarious It so sad I laughing at this memo  I can even with them                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,172,2
2019-03-25 22:12:25,Caffeinefreak,    MollyJongFast trollhuntress It proaly does                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,173,2
2019-03-25 23:40:15,bizzwriter,      RT arryoreilly There are many reasons why people get stuck doing the same things over and over again The main one is the erroneous eli                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,174,7
2019-03-25 23:41:00,chrisbrogan,     Really  First allwomen spacewalk canceled over lack of mediumsized spacesuits  tech feedly                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,175,3
2019-03-25 22:27:27,jade78052492,    TuranedPatriot ladydog AnthonyCurtis diegoarilo gemcos deadrew PrincessSMH chipharris                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,176,7
2019-03-25 11:42:14,pradip103,    Election Polling  Seat Forecasting Videos of panel discussions jointly hosted y LoknitiCSDS  CPR_India are now availale                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,177,10
2019-03-25 11:02:01,pradip103,    djglidden patsradycrazy lamas PatsKam Thats right                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,177,5
2019-03-25 10:32:43,sagarsamy,    Going live on DunyaNews News in a short while TV interview mountaineer                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,178,3
2019-03-25 11:22:02,sagarsamy,    That guy is saying he will get loggers lacklisted Lol it is an open challenge to him jo kaam hum karte hain wo hum karte rahenge aur wo hamara  rupay ka hi loss nahi karwa sakta                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,178,5
2019-03-25 00:05:22,sagarsamy,    In other news the iggest loser on Twitter who is not getting any work is ullying loggers who are getting work for LLnG tHR suL and has lacklisted them from his imaginary digital agency                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,178,9
2019-03-25 23:09:09,alyssa_milano,     RT elonmusk DylanSheaMusic Please consider this a commitment that I will fund fixing the water in any house in Flint that has water cont                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,179,4
2019-03-25 22:55:26,alyssa_milano,     DHS spends m of taxpayer money per day to run each detention centerA tiny amount is spent on interpreters T                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,179,5
2019-03-25 09:17:15,bizzwriter,     Looking for motivation and inspiration Try this advice from Jessica Ala   JessicaAla quotes                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,180,4
2019-03-25 23:44:33,alyssa_milano,     milogestulog Tears                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,181,5
2019-03-25 23:44:56,TomHall,     A much needed RandomActOfKindness                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,182,8
2019-03-25 01:54:15,alyssa_milano,     Hi America You have a house majority for a reason Your vote matters Its called checks and alances Lets use them                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,183,2
2019-03-25 04:37:16,chrisbrogan,     The average human reads  minutes a day that includes emails and texts chrisrogan SMMW While that impacts content marketers it really impacts humanity much more                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,184,8
2019-03-25 23:49:29,estelledarlings,     Can let this happen It not up to him                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,185,2
2019-03-25 23:48:24,estelledarlings,     RT BigSean more thoughts  Key_Wane amairejohnson                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,185,2
2019-03-25 23:47:01,estelledarlings,     RT _juliannkay crissles  Black therapist will e practicing in the New York area this fall Come get this healing y                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,185,5
2019-03-25 23:46:38,estelledarlings,     I literally sent texts to men like gt                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,185,7
